column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
2757,Caguas,Puerto Rico,XXXXXXXXX,Lacy,16176,Hayes,XXXXXXXXX,Corporate,PR,4971 Lost Acres,725
2758,Caguas,Puerto Rico,XXXXXXXXX,Mary,9442,Gonzales,XXXXXXXXX,Corporate,PR,5364 Heather Quail Court,725
2759,Caguas,Puerto Rico,XXXXXXXXX,Mary,3298,Ray,XXXXXXXXX,Corporate,PR,75 Noble Swale,725
2760,Caguas,Puerto Rico,XXXXXXXXX,Adam,2768,Smith,XXXXXXXXX,Corporate,PR,3729 Dewy Line,725
2761,Caguas,Puerto Rico,XXXXXXXXX,Phillip,309,Smith,XXXXXXXXX,Corporate,PR,4651 Dewy Village,725
2762,Caguas,Puerto Rico,XXXXXXXXX,Walter,11041,Smith,XXXXXXXXX,Corporate,PR,7005 Silver Hills Line,725
2763,Caguas,Puerto Rico,XXXXXXXXX,Helen,5600,Smith,XXXXXXXXX,Corporate,PR,2736 Blue Crest,725
2764,Caguas,Puerto Rico,XXXXXXXXX,Karen,8771,Green,XXXXXXXXX,Corporate,PR,6718 High Panda Dell,725
2765,Caguas,Puerto Rico,XXXXXXXXX,Christian,2636,Smith,XXXXXXXXX,Corporate,PR,1111 Velvet Path,725
2766,Caguas,Puerto Rico,XXXXXXXXX,Mary,6448,Lawrence,XXXXXXXXX,Corporate,PR,4839 Velvet Place,725
2767,Caguas,Puerto Rico,XXXXXXXXX,Mary,12044,Smith,XXXXXXXXX,Corporate,PR,1131 Blue Isle,725
2768,Caguas,Puerto Rico,XXXXXXXXX,Ryan,205,Garcia,XXXXXXXXX,Corporate,PR,911 Lost Zephyr Vista,725
2769,Caguas,Puerto Rico,XXXXXXXXX,Mary,2984,Smith,XXXXXXXXX,Corporate,PR,9767 Amber Valley,725
2770,Caguas,Puerto Rico,XXXXXXXXX,Mary,8309,Morales,XXXXXXXXX,Corporate,PR,29 Golden Grove Ramp,725
2771,Caguas,Puerto Rico,XXXXXXXXX,Mary,770,Dudley,XXXXXXXXX,Corporate,PR,3836 Blue Brook Stead,725
2772,Caguas,Puerto Rico,XXXXXXXXX,Susan,8368,Smith,XXXXXXXXX,Corporate,PR,6223 Cotton Forest Estates,725
2773,Caguas,Puerto Rico,XXXXXXXXX,Mary,9689,Moore,XXXXXXXXX,Corporate,PR,3996 Misty Vale,725
2774,Caguas,Puerto Rico,XXXXXXXXX,Janet,10764,Mccoy,XXXXXXXXX,Corporate,PR,4839 Lazy View,725
2775,Caguas,Puerto Rico,XXXXXXXXX,Mary,6989,Smith,XXXXXXXXX,Corporate,PR,7509 Little Expressway,725
2776,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,904,Gonzales,XXXXXXXXX,Corporate,PR,5630 Silent Farms,725
2777,Caguas,Puerto Rico,XXXXXXXXX,Lauren,2854,Smith,XXXXXXXXX,Corporate,PR,4392 Burning Farms,725
2778,Caguas,Puerto Rico,XXXXXXXXX,John,8539,Smith,XXXXXXXXX,Corporate,PR,5202 Old Shadow Rise,725
2779,Caguas,Puerto Rico,XXXXXXXXX,Mary,3625,Smith,XXXXXXXXX,Corporate,PR,357 Noble Lane,725
2780,Caguas,Puerto Rico,XXXXXXXXX,Mary,3488,Mueller,XXXXXXXXX,Corporate,PR,3902 Umber Valley,725
2781,Caguas,Puerto Rico,XXXXXXXXX,Mary,2911,Smith,XXXXXXXXX,Corporate,PR,9166 Golden Nectar Corner,725
2782,Caguas,Puerto Rico,XXXXXXXXX,Patrick,9236,Webb,XXXXXXXXX,Corporate,PR,9236 Little Pony Wharf,725
2783,Caguas,Puerto Rico,XXXXXXXXX,Rose,5030,Harper,XXXXXXXXX,Corporate,PR,3671 Silver Village,725
2784,Caguas,Puerto Rico,XXXXXXXXX,William,1212,Spears,XXXXXXXXX,Corporate,PR,3278 Middle Cape,725
2785,Caguas,Puerto Rico,XXXXXXXXX,Henry,6102,Hamilton,XXXXXXXXX,Corporate,PR,9890 Clear Knoll,725
2786,Caguas,Puerto Rico,XXXXXXXXX,Michael,983,Richmond,XXXXXXXXX,Corporate,PR,5645 Sunny Spring Gate,725
2787,Caguas,Puerto Rico,XXXXXXXXX,Mary,4726,Smith,XXXXXXXXX,Corporate,PR,381 Dusty Street,725
2788,Caguas,Puerto Rico,XXXXXXXXX,Rose,6032,Smith,XXXXXXXXX,Corporate,PR,7996 Tawny Diversion,725
2789,Caguas,Puerto Rico,XXXXXXXXX,Barbara,443,Robinson,XXXXXXXXX,Corporate,PR,8421 Sunny Butterfly Trace,725
2790,Caguas,Puerto Rico,XXXXXXXXX,Mary,6987,Phillips,XXXXXXXXX,Corporate,PR,6188 Foggy Beacon Via,725
2791,Caguas,Puerto Rico,XXXXXXXXX,David,6742,Richardson,XXXXXXXXX,Corporate,PR,3539 Gentle Heights,725
2792,Caguas,Puerto Rico,XXXXXXXXX,Henry,7667,Maldonado,XXXXXXXXX,Corporate,PR,9602 Broad Gardens,725
2793,Caguas,Puerto Rico,XXXXXXXXX,Roy,6384,Smith,XXXXXXXXX,Corporate,PR,1721 Jagged Embers Autoroute,725
2794,Caguas,Puerto Rico,XXXXXXXXX,Olivia,7237,Gregory,XXXXXXXXX,Corporate,PR,2963 Indian Elk Pathway,725
2795,Caguas,Puerto Rico,XXXXXXXXX,Jeremy,6125,Pennington,XXXXXXXXX,Corporate,PR,8647 Thunder Trail,725
2796,Caguas,Puerto Rico,XXXXXXXXX,Christopher,4764,Smith,XXXXXXXXX,Corporate,PR,3813 Grand Dale,725
2797,Caguas,Puerto Rico,XXXXXXXXX,Giselle,14496,Hyde,XXXXXXXXX,Corporate,PR,9832 Bright Pioneer Lane,725
2798,Caguas,Puerto Rico,XXXXXXXXX,Kenneth,7731,Dominguez,XXXXXXXXX,Corporate,PR,223 Round Hollow,725
2799,Caguas,Puerto Rico,XXXXXXXXX,Janet,5098,Allen,XXXXXXXXX,Corporate,PR,8343 Umber Avenue,725
2800,Caguas,Puerto Rico,XXXXXXXXX,Mary,806,Wells,XXXXXXXXX,Corporate,PR,7601 Pleasant Brook Gate,725
2801,Caguas,Puerto Rico,XXXXXXXXX,Steven,11346,Smith,XXXXXXXXX,Corporate,PR,8944 Misty Willow Point,725
2802,Caguas,Puerto Rico,XXXXXXXXX,Amber,6955,Smith,XXXXXXXXX,Corporate,PR,2803 Pleasant Barn Dell,725
2803,Caguas,Puerto Rico,XXXXXXXXX,Mary,6113,Davis,XXXXXXXXX,Corporate,PR,5057 Shady Anchor Run,725
2804,Caguas,Puerto Rico,XXXXXXXXX,Quyn,12536,Fuentes,XXXXXXXXX,Corporate,PR,"4110 Silent Pointe ",725
2805,Caguas,Puerto Rico,XXXXXXXXX,Carl,9900,Palmer,XXXXXXXXX,Corporate,PR,3410 Grand Elk Trail,725
2806,Caguas,Puerto Rico,XXXXXXXXX,Denise,7985,Smith,XXXXXXXXX,Corporate,PR,1734 Old Hickory Corners,725
2807,Caguas,Puerto Rico,XXXXXXXXX,Tammy,12064,Smith,XXXXXXXXX,Corporate,PR,8219 Wishing Creek Close,725
2808,Caguas,Puerto Rico,XXXXXXXXX,Mary,5332,Smith,XXXXXXXXX,Corporate,PR,1534 Wishing Blossom Nook,725
2809,Caguas,Puerto Rico,XXXXXXXXX,Emily,8668,Riley,XXXXXXXXX,Corporate,PR,9494 Harvest Turnabout,725
2810,Caguas,Puerto Rico,XXXXXXXXX,Ruth,16564,Vinson,XXXXXXXXX,Corporate,PR,9216 Crystal Lagoon Park,725
2811,Caguas,Puerto Rico,XXXXXXXXX,Libby,19239,Branch,XXXXXXXXX,Corporate,PR,1613 Broad Beach,725
2812,Caguas,Puerto Rico,XXXXXXXXX,Edward,6726,Ryan,XXXXXXXXX,Corporate,PR,2385 Lost Zephyr Green,725
2813,Caguas,Puerto Rico,XXXXXXXXX,Debra,11582,Hull,XXXXXXXXX,Corporate,PR,7970 Little Heath,725
2814,Caguas,Puerto Rico,XXXXXXXXX,Mary,7660,Smith,XXXXXXXXX,Corporate,PR,833 Amber Anchor Glen,725
2815,Caguas,Puerto Rico,XXXXXXXXX,Heidi,15332,Wong,XXXXXXXXX,Corporate,PR,259 Sunny Passage,725
2816,Caguas,Puerto Rico,XXXXXXXXX,Jane,10080,Smith,XXXXXXXXX,Corporate,PR,3189 Grand Concession,725
2817,Caguas,Puerto Rico,XXXXXXXXX,Demetria,17597,Velasquez,XXXXXXXXX,Corporate,PR,9918 Lazy Cape,725
2818,Caguas,Puerto Rico,XXXXXXXXX,Joan,20330,Galloway,XXXXXXXXX,Corporate,PR,9598 Cinder Close,725
2819,Caguas,Puerto Rico,XXXXXXXXX,Ulla,16218,Peck,XXXXXXXXX,Corporate,PR,9916 Wishing Manor,725
2820,Caguas,Puerto Rico,XXXXXXXXX,Michael,5936,Davis,XXXXXXXXX,Corporate,PR,5271 Quaking Deer Bend,725
2821,Caguas,Puerto Rico,XXXXXXXXX,Sean,8087,Smith,XXXXXXXXX,Corporate,PR,933 Hidden Rabbit Via,725
2822,Caguas,Puerto Rico,XXXXXXXXX,Mary,9909,Wong,XXXXXXXXX,Corporate,PR,9856 High Bear Crossing,725
2823,Caguas,Puerto Rico,XXXXXXXXX,Brenda,12195,Moyer,XXXXXXXXX,Corporate,PR,952 Pleasant Bluff Pines,725
2824,Caguas,Puerto Rico,XXXXXXXXX,Mary,1661,Austin,XXXXXXXXX,Corporate,PR,146 Middle Terrace,725
2825,Caguas,Puerto Rico,XXXXXXXXX,Catherine,5909,Owens,XXXXXXXXX,Corporate,PR,3760 Rocky Village,725
2826,Caguas,Puerto Rico,XXXXXXXXX,Stephanie,1651,Smith,XXXXXXXXX,Corporate,PR,8967 Sleepy Lane,725
2827,Caguas,Puerto Rico,XXXXXXXXX,Mary,698,Smith,XXXXXXXXX,Corporate,PR,1865 Dusty Deer Mountain,725
2828,Caguas,Puerto Rico,XXXXXXXXX,Kathy,7739,Morris,XXXXXXXXX,Corporate,PR,3858 Shady Rise Place,725
2829,Caguas,Puerto Rico,XXXXXXXXX,Sandra,9278,Gordon,XXXXXXXXX,Corporate,PR,1482 Hazy Wharf,725
2830,Caguas,Puerto Rico,XXXXXXXXX,Evelyn,792,Jordan,XXXXXXXXX,Corporate,PR,3403 Cinder Corner,725
2831,Caguas,Puerto Rico,XXXXXXXXX,Beverly,3731,Smith,XXXXXXXXX,Corporate,PR,610 Pleasant Shadow Heights,725
2832,Caguas,Puerto Rico,XXXXXXXXX,Wayne,2205,Rodriguez,XXXXXXXXX,Corporate,PR,4853 Silent Mount,725
2833,Caguas,Puerto Rico,XXXXXXXXX,Linda,2773,Hale,XXXXXXXXX,Corporate,PR,2544 Honey Rise Loop,725
2834,Caguas,Puerto Rico,XXXXXXXXX,Mary,8766,Duncan,XXXXXXXXX,Corporate,PR,1011 Iron Pioneer Autoroute,725
2835,Caguas,Puerto Rico,XXXXXXXXX,Mary,10948,Torres,XXXXXXXXX,Corporate,PR,4709 Red Close,725
2836,Caguas,Puerto Rico,XXXXXXXXX,Amber,14303,Acosta,XXXXXXXXX,Corporate,PR,5512 Hidden Pines,725
2837,Caguas,Puerto Rico,XXXXXXXXX,Emma,7816,Stout,XXXXXXXXX,Corporate,PR,2850 Dewy Forest,725
2838,Caguas,Puerto Rico,XXXXXXXXX,Rachel,2827,Weaver,XXXXXXXXX,Corporate,PR,4411 Cotton Wynd,725
2839,Caguas,Puerto Rico,XXXXXXXXX,Anthony,4356,Klein,XXXXXXXXX,Corporate,PR,8651 Heather Drive,725
2840,Caguas,Puerto Rico,XXXXXXXXX,Mary,5815,Proctor,XXXXXXXXX,Corporate,PR,8498 High Quay,725
2841,Caguas,Puerto Rico,XXXXXXXXX,Mary,8654,Glass,XXXXXXXXX,Corporate,PR,8205 Wishing Pony Cape,725
2842,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,2708,Dominguez,XXXXXXXXX,Corporate,PR,1077 Grand Lake Stead,725
2843,Caguas,Puerto Rico,XXXXXXXXX,Steven,12231,Davis,XXXXXXXXX,Corporate,PR,8427 Broad Robin End,725
2844,Caguas,Puerto Rico,XXXXXXXXX,Jane,1936,Jennings,XXXXXXXXX,Corporate,PR,6030 Emerald Key,725
2845,Yauco,Puerto Rico,XXXXXXXXX,Christopher,11733,Chan,XXXXXXXXX,Corporate,PR,9660 Dewy Leaf Freeway,698
2846,Caguas,Puerto Rico,XXXXXXXXX,Brandon,10091,Marsh,XXXXXXXXX,Corporate,PR,472 Foggy Gate Way,725
2847,Caguas,Puerto Rico,XXXXXXXXX,Mary,3648,Parker,XXXXXXXXX,Corporate,PR,726 Old Deer Carrefour,725
2848,Caguas,Puerto Rico,XXXXXXXXX,Dakota,13620,Mccormick,XXXXXXXXX,Corporate,PR,9699 Cotton Autoroute,725
2849,Caguas,Puerto Rico,XXXXXXXXX,Mary,5066,Jones,XXXXXXXXX,Corporate,PR,8663 Green Anchor Ramp,725
2850,Caguas,Puerto Rico,XXXXXXXXX,Mary,8637,Smith,XXXXXXXXX,Corporate,PR,6714 Cozy Wynd,725
2851,Caguas,Puerto Rico,XXXXXXXXX,Yvette,14815,Hyde,XXXXXXXXX,Corporate,PR,8679 Colonial Isle,725
2852,Caguas,Puerto Rico,XXXXXXXXX,Mary,8962,Richardson,XXXXXXXXX,Corporate,PR,6214 Little Wharf,725
2853,Caguas,Puerto Rico,XXXXXXXXX,Michelle,36,Carey,XXXXXXXXX,Corporate,PR,6336 Fallen Village,725
2854,Caguas,Puerto Rico,XXXXXXXXX,Noel,13794,Maxwell,XXXXXXXXX,Corporate,PR,1467 Hazy Hills By-pass,725
2855,Caguas,Puerto Rico,XXXXXXXXX,James,9801,Smith,XXXXXXXXX,Corporate,PR,1143 Quaking Brook Alley,725
2856,Caguas,Puerto Rico,XXXXXXXXX,Mary,5817,Diaz,XXXXXXXXX,Corporate,PR,1795 Little Timber Wood,725
2857,Caguas,Puerto Rico,XXXXXXXXX,Christopher,5184,Villarreal,XXXXXXXXX,Corporate,PR,4089 Silver Autumn Crossing,725
2858,Caguas,Puerto Rico,XXXXXXXXX,Mary,5015,Gutierrez,XXXXXXXXX,Corporate,PR,6724 High Chase,725
2859,Lake Forest,EE. UU.,XXXXXXXXX,Mary,6788,Allen,XXXXXXXXX,Corporate,CA,4297 Quiet Shadow Quay,92630
2860,Brooklyn,EE. UU.,XXXXXXXXX,James,5333,Santiago,XXXXXXXXX,Corporate,NY,9124 Gentle Pike,11221
2861,Salt Lake City,EE. UU.,XXXXXXXXX,Mary,4974,Smith,XXXXXXXXX,Corporate,UT,3888 Cotton Corners,84118
2862,Escondido,EE. UU.,XXXXXXXXX,David,9980,Hayes,XXXXXXXXX,Corporate,CA,9672 Umber Fawn Limits,92025
2863,Irwin,EE. UU.,XXXXXXXXX,Edward,5084,Smith,XXXXXXXXX,Corporate,PA,1995 Burning Fox Mountain,15642
2864,Brooklyn,EE. UU.,XXXXXXXXX,Mary,7240,Smith,XXXXXXXXX,Corporate,NY,8335 Shady Leaf Rise,11216
2865,Los Angeles,EE. UU.,XXXXXXXXX,Barbara,11531,Gordon,XXXXXXXXX,Corporate,CA,5406 Round Bear Parkway,90004
2866,Davis,EE. UU.,XXXXXXXXX,Mary,11954,Smith,XXXXXXXXX,Corporate,CA,9794 Fallen Wagon  Front,95616
2867,Miami,EE. UU.,XXXXXXXXX,Amber,9039,Wall,XXXXXXXXX,Corporate,FL,3360 Red Dale,33186
2868,Las Vegas,EE. UU.,XXXXXXXXX,Mary,10689,Smith,XXXXXXXXX,Corporate,NV,6553 Stony Goose Drive,89108
2869,South Ozone Park,EE. UU.,XXXXXXXXX,Mary,7668,Smith,XXXXXXXXX,Corporate,NY,4389 Easy Mountain,11420
2870,El Paso,EE. UU.,XXXXXXXXX,Roger,1806,Smith,XXXXXXXXX,Corporate,TX,1811 Tawny Embers Moor,79927
2871,Lancaster,EE. UU.,XXXXXXXXX,Frances,9610,Smith,XXXXXXXXX,Corporate,CA,7596 Bright Pike,93536
2872,Chicago,EE. UU.,XXXXXXXXX,Heather,8642,Freeman,XXXXXXXXX,Corporate,IL,473 Harvest Row,60614
2873,Oxnard,EE. UU.,XXXXXXXXX,Christopher,6992,Thompson,XXXXXXXXX,Corporate,CA,9375 Cozy Nook,93030
2874,Mission Viejo,EE. UU.,XXXXXXXXX,George,9375,Smith,XXXXXXXXX,Corporate,CA,3737 Foggy Plaza,92691
2875,Elgin,EE. UU.,XXXXXXXXX,Mary,6303,Smith,XXXXXXXXX,Corporate,IL,7231 Red Farms,60120
2876,Glendale,EE. UU.,XXXXXXXXX,Victoria,10896,Smith,XXXXXXXXX,Corporate,AZ,436 Round Willow Drive,85301
2877,Fort Worth,EE. UU.,XXXXXXXXX,Robert,1782,Smith,XXXXXXXXX,Corporate,TX,2966 Old Pathway,76106
2878,Richmond,EE. UU.,XXXXXXXXX,Elizabeth,10345,Mcpherson,XXXXXXXXX,Corporate,TX,4019 Heather Lagoon Mews,77469
2879,Brooklyn,EE. UU.,XXXXXXXXX,Mary,5267,Smith,XXXXXXXXX,Corporate,NY,7683 Sunny Sky Field,11215
2880,Azusa,EE. UU.,XXXXXXXXX,Gary,11223,Tanner,XXXXXXXXX,Corporate,CA,2416 Lost Key,91702
2881,Colorado Springs,EE. UU.,XXXXXXXXX,Jeffrey,3590,Lewis,XXXXXXXXX,Corporate,CO,835 Lost Anchor Meadow,80906
2882,Ridgewood,EE. UU.,XXXXXXXXX,Mary,4806,Smith,XXXXXXXXX,Corporate,NY,9221 Cotton Butterfly Terrace,11385
2883,Stockbridge,EE. UU.,XXXXXXXXX,Catherine,8911,Arnold,XXXXXXXXX,Corporate,GA,3779 Sunny End,30281
2884,Baltimore,EE. UU.,XXXXXXXXX,Jordan,12113,Kelley,XXXXXXXXX,Corporate,MD,2070 Crystal Timber Gardens,21215
2885,Los Angeles,EE. UU.,XXXXXXXXX,Eugene,3755,Smith,XXXXXXXXX,Corporate,CA,757 Dewy Apple Bend,90063
2886,La Habra,EE. UU.,XXXXXXXXX,Mary,514,Johnson,XXXXXXXXX,Corporate,CA,1621 Quaking Oak Run,90631
2887,Rialto,EE. UU.,XXXXXXXXX,Barbara,12093,Archer,XXXXXXXXX,Corporate,CA,3060 Middle Road,92376
2888,El Paso,EE. UU.,XXXXXXXXX,Mary,1937,Werner,XXXXXXXXX,Corporate,TX,5731 Sleepy Apple Autoroute,79936
2889,Modesto,EE. UU.,XXXXXXXXX,Sean,10204,Matthews,XXXXXXXXX,Corporate,CA,"2231 Foggy Pine Mall ",95355
2890,West Covina,EE. UU.,XXXXXXXXX,Mary,11133,Smith,XXXXXXXXX,Corporate,CA,9541 Silent Jetty,91790
2891,Tustin,EE. UU.,XXXXXXXXX,Danielle,2157,Holt,XXXXXXXXX,Corporate,CA,3142 Grand Beach,92780
2892,Bowling Green,EE. UU.,XXXXXXXXX,Evelyn,11492,Allen,XXXXXXXXX,Corporate,KY,5803 Pleasant Abbey,42101
2893,San Diego,EE. UU.,XXXXXXXXX,Linda,11321,Mcdowell,XXXXXXXXX,Corporate,CA,7810 Round Corners,92104
2894,West Lafayette,EE. UU.,XXXXXXXXX,Mildred,11806,Hester,XXXXXXXXX,Corporate,IN,7577 Easy Mews,47906
2895,Bowling Green,EE. UU.,XXXXXXXXX,George,2750,Mason,XXXXXXXXX,Corporate,KY,5393 Silent Landing,42101
2896,Chicago,EE. UU.,XXXXXXXXX,James,8998,Nielsen,XXXXXXXXX,Corporate,IL,9720 Colonial Parade,60649
2897,Richardson,EE. UU.,XXXXXXXXX,Mary,252,Frazier,XXXXXXXXX,Corporate,TX,7126 Shady Bluff Promenade,75080
2898,Burnsville,EE. UU.,XXXXXXXXX,John,10017,Smith,XXXXXXXXX,Corporate,MN,4583 Heather Blossom Diversion,55337
2899,Brownsville,EE. UU.,XXXXXXXXX,Mary,7063,Smith,XXXXXXXXX,Corporate,TX,"472 Noble Mall ",78521
2900,Los Angeles,EE. UU.,XXXXXXXXX,Mary,4370,Smith,XXXXXXXXX,Corporate,CA,9767 Amber Valley,90046
2901,Las Vegas,EE. UU.,XXXXXXXXX,Mary,433,Smith,XXXXXXXXX,Corporate,NV,6292 Wishing Branch Via,89115
2902,San Diego,EE. UU.,XXXXXXXXX,Andrea,7825,Baird,XXXXXXXXX,Corporate,CA,7415 Cotton Fox Corners,92126
2903,Las Vegas,EE. UU.,XXXXXXXXX,Mary,912,Roy,XXXXXXXXX,Corporate,NV,6886 Cotton Promenade,89119
2904,Miami,EE. UU.,XXXXXXXXX,Theresa,8624,Welch,XXXXXXXXX,Corporate,FL,2199 Dewy Forest Highway,33126
2905,Atlanta,EE. UU.,XXXXXXXXX,Mary,2653,Smith,XXXXXXXXX,Corporate,GA,7628 Silent Bluff Street,30331
2906,Sacramento,EE. UU.,XXXXXXXXX,Mary,12265,Miller,XXXXXXXXX,Corporate,CA,3068 Grand Brook Drive,95822
2907,Memphis,EE. UU.,XXXXXXXXX,Joshua,5648,Smith,XXXXXXXXX,Corporate,TN,864 Iron Spring Stead,38111
2908,Washington,EE. UU.,XXXXXXXXX,Nathan,10001,Smith,XXXXXXXXX,Corporate,DC,6716 Wishing Pioneer Thicket,20020
2909,Ballwin,EE. UU.,XXXXXXXXX,Mary,1136,Smith,XXXXXXXXX,Corporate,MO,2395 Thunder Farms,63021
2910,Chesapeake,EE. UU.,XXXXXXXXX,Linda,4177,Smith,XXXXXXXXX,Corporate,VA,8990 Heather Barn Pathway,23322
2911,Eugene,EE. UU.,XXXXXXXXX,Benjamin,4072,Clark,XXXXXXXXX,Corporate,OR,3244 Burning Autumn Acres,97402
2912,Douglasville,EE. UU.,XXXXXXXXX,Mary,5446,Smith,XXXXXXXXX,Corporate,GA,3240 Foggy Hickory Corner,30135
2913,Rochester,EE. UU.,XXXXXXXXX,Sarah,9656,Smith,XXXXXXXXX,Corporate,NY,9217 Heather Thicket,14609
2914,Diamond Bar,EE. UU.,XXXXXXXXX,Mary,7160,Allen,XXXXXXXXX,Corporate,CA,11 Foggy Creek Glade,91765
2915,Tallahassee,EE. UU.,XXXXXXXXX,Mary,2780,Smith,XXXXXXXXX,Corporate,FL,5340 Quaking Panda Forest,32308
2916,San Benito,EE. UU.,XXXXXXXXX,Jane,6561,Day,XXXXXXXXX,Corporate,TX,6197 Clear Close,78586
2917,Santa Ana,EE. UU.,XXXXXXXXX,Peter,4119,Smith,XXXXXXXXX,Corporate,CA,4617 Indian Abbey,92704
2918,El Paso,EE. UU.,XXXXXXXXX,Mary,615,Smith,XXXXXXXXX,Corporate,TX,3820 Iron Inlet,79907
2919,Tustin,EE. UU.,XXXXXXXXX,Ryan,10583,Gay,XXXXXXXXX,Corporate,CA,720 Cozy Street,92780
2920,Lockport,EE. UU.,XXXXXXXXX,Zachary,10949,Reyes,XXXXXXXXX,Corporate,NY,6390 Jagged Townline,14094
2921,Reynoldsburg,EE. UU.,XXXXXXXXX,Mary,4686,Smith,XXXXXXXXX,Corporate,OH,4166 Iron Pioneer Byway,43068
2922,Carson,EE. UU.,XXXXXXXXX,Rebecca,3391,Smith,XXXXXXXXX,Corporate,CA,7126 Shady Bluff Promenade,90745
2923,New Orleans,EE. UU.,XXXXXXXXX,Mary,3355,Morales,XXXXXXXXX,Corporate,LA,5202 Emerald Island Plaza,70122
2924,Sun Valley,EE. UU.,XXXXXXXXX,Danielle,1660,Price,XXXXXXXXX,Corporate,CA,409 Iron Park,91352
2925,Richardson,EE. UU.,XXXXXXXXX,Isabella,17575,Patel,XXXXXXXXX,Corporate,TX,1688 Middle Panda Plaza,75080
2926,Tempe,EE. UU.,XXXXXXXXX,Hillary,17573,Walker,XXXXXXXXX,Corporate,AZ,7475 Noble Fawn Parkway,85282
2927,Piscataway,EE. UU.,XXXXXXXXX,Kirestin,17623,Garza,XXXXXXXXX,Corporate,NJ,3237 Fallen Panda Isle,8854
2928,Memphis,EE. UU.,XXXXXXXXX,Eden,16224,Gonzalez,XXXXXXXXX,Corporate,TN,1116 Silent Crest,38128
2929,North Las Vegas,EE. UU.,XXXXXXXXX,Mariam,18594,Maxwell,XXXXXXXXX,Corporate,NV,1525 Golden Nectar Edge,89030
2930,Columbia,EE. UU.,XXXXXXXXX,Ayanna,16223,Cohen,XXXXXXXXX,Corporate,MO,9952 Foggy Berry Wynd,65203
2931,Philadelphia,EE. UU.,XXXXXXXXX,Doris,20026,Duran,XXXXXXXXX,Corporate,PA,5532 Tawny Pines,19139
2932,Las Vegas,EE. UU.,XXXXXXXXX,Karina,17818,Travis,XXXXXXXXX,Corporate,NV,2137 Silver Brook Square,89103
2933,Las Vegas,EE. UU.,XXXXXXXXX,Aphrodite,15212,Bass,XXXXXXXXX,Corporate,NV,8987 Foggy Hill,89103
2934,Huntington Beach,EE. UU.,XXXXXXXXX,Amela,19935,Gould,XXXXXXXXX,Corporate,CA,8898 Shady Private,92646
2935,West Jordan,EE. UU.,XXXXXXXXX,Nell,16258,Joyce,XXXXXXXXX,Corporate,UT,1134 Blue Brook End,84084
2936,Chesapeake,EE. UU.,XXXXXXXXX,Lesley,18946,Castaneda,XXXXXXXXX,Corporate,VA,9696 Lost Parade,23322
2937,Elmhurst,EE. UU.,XXXXXXXXX,Alice,20025,Kirk,XXXXXXXXX,Corporate,IL,5918 Golden Beacon Freeway,60126
2938,San Benito,EE. UU.,XXXXXXXXX,Ella,17117,Higgins,XXXXXXXXX,Corporate,TX,9831 Sunny Cloud Valley,78586
2939,Chapel Hill,EE. UU.,XXXXXXXXX,Hillary,17243,Barton,XXXXXXXXX,Corporate,NC,8713 Thunder Pike,27514
2940,Bellflower,EE. UU.,XXXXXXXXX,Tatyana,20024,Collier,XXXXXXXXX,Corporate,CA,3032 Green Glen,90706
2941,El Paso,EE. UU.,XXXXXXXXX,TaShya,20167,Carpenter,XXXXXXXXX,Corporate,TX,3820 Iron Inlet,79907
2942,Fargo,EE. UU.,XXXXXXXXX,Illana,16112,Kirkland,XXXXXXXXX,Corporate,ND,3919 Clear Cloud Line,58103
2943,Lancaster,EE. UU.,XXXXXXXXX,Courtney,20005,Robbins,XXXXXXXXX,Corporate,SC,516 Cozy Fawn Valley,29720
2944,Beaverton,EE. UU.,XXXXXXXXX,Cherokee,16256,Armstrong,XXXXXXXXX,Corporate,OR,4546 Crystal Spring Trail,97006
2945,Waukegan,EE. UU.,XXXXXXXXX,Madonna,16328,Woodward,XXXXXXXXX,Corporate,IL,1187 Wishing Oak Avenue,60085
2946,Los Angeles,EE. UU.,XXXXXXXXX,Cynthia,17061,Quinn,XXXXXXXXX,Corporate,CA,1430 Tawny Barn Villas,90006
2947,Palmdale,EE. UU.,XXXXXXXXX,Ruth,15155,Flowers,XXXXXXXXX,Corporate,CA,3915 Broad Lookout,93550
2948,Newark,EE. UU.,XXXXXXXXX,Suki,15245,Sandoval,XXXXXXXXX,Corporate,DE,1875 Golden Trail,19702
2949,Springfield,EE. UU.,XXXXXXXXX,Larissa,16146,Hartman,XXXXXXXXX,Corporate,MO,1564 Gentle Jetty,65807
2950,San Ramon,EE. UU.,XXXXXXXXX,Isabella,15262,Griffith,XXXXXXXXX,Corporate,CA,6635 Iron Landing,94583
2951,College Station,EE. UU.,XXXXXXXXX,Geraldine,20327,Carrillo,XXXXXXXXX,Corporate,TX,9317 Emerald Route,77840
2952,Fullerton,EE. UU.,XXXXXXXXX,Fallon,16362,Wilder,XXXXXXXXX,Corporate,CA,4971 Lost Acres,92833
2953,Detroit,EE. UU.,XXXXXXXXX,Jayme,15261,Pate,XXXXXXXXX,Corporate,MI,3154 Cinder Cider Harbour,48219
